Date,EEM,EUM,GLD,PSQ,QID,QLD,SH,SHV,SLV,TLT,XLK,XLP
2012-12-20,43.3,27.37,160.33,25.56,29.62,55.18,33.92,110.23,29.0,122.24,28.95,35.17
2012-12-21,43.18,27.44,160.62,25.63,29.78,54.85,34.02,110.24,28.94,122.01,28.87,35.06
2012-12-24,43.29,27.32,160.8,25.83,30.26,53.93,34.22,110.24,29.01,122.18,28.71,34.76
2012-12-26,43.56,27.15,161.16,25.88,30.35,53.73,34.25,110.24,29.24,122.57,28.68,34.82
2012-12-27,43.7,27.06,160.54,26.1,30.94,52.68,34.62,110.23,29.09,123.32,28.36,34.45
2012-12-28,44.35,26.68,162.01,25.57,29.65,54.81,34.02,110.26,29.35,121.19,28.95,34.83
2012-12-31,45.2,26.13,163.17,24.76,27.79,58.33,33.15,110.25,29.93,119.57,29.83,35.82
2013-01-02,44.93,26.32,161.22,24.88,28.01,57.81,33.2,110.23,29.15,117.93,29.65,35.71
2013-01-03,45.0,26.29,160.47,24.95,28.22,57.39,33.05,110.24,29.22,118.4,29.5,35.81
2013-01-04,44.65,26.49,159.43,24.94,28.16,57.5,33.15,110.23,29.18,118.45,29.47,35.58
2013-01-07,44.27,26.71,160.56,24.97,28.26,57.34,33.24,110.23,29.37,119.22,29.35,35.47
2013-01-08,44.44,26.59,160.49,24.9,28.11,57.57,33.16,110.23,29.35,119.08,29.4,35.55
2013-01-09,44.82,26.37,161.98,24.75,27.75,58.31,32.92,110.24,29.78,118.8,29.55,35.76
2013-01-10,44.46,26.58,161.06,24.73,27.67,58.5,32.89,110.23,29.48,119.84,29.59,35.92
2013-01-11,44.66,26.45,161.54,24.82,27.91,57.95,32.93,110.23,30.04,119.53,29.4,36.03
2013-01-14,44.47,26.55,162.54,24.94,28.2,57.4,32.91,110.23,30.36,120.04,29.21,36.14
2013-01-15,44.43,26.62,162.65,24.86,27.98,57.84,32.92,110.23,30.45,120.34,29.31,36.09
2013-01-16,44.66,26.46,163.35,24.72,27.68,58.37,32.71,110.23,30.67,119.14,29.43,36.35
2013-01-17,44.78,26.4,163.09,24.78,27.8,58.16,32.62,110.23,30.81,120.03,29.4,36.48
2013-01-18,44.71,26.44,163.67,24.73,27.7,58.37,32.46,110.23,31.12,120.26,29.47,36.49
2013-01-22,44.47,26.58,163.21,24.59,27.42,58.95,32.4,110.22,31.19,120.11,29.78,36.48
2013-01-23,44.31,26.67,161.42,24.93,28.12,57.41,32.39,110.22,30.65,119.69,29.27,36.56
2013-01-24,44.16,26.75,160.65,24.81,27.86,57.99,32.21,110.22,30.21,118.03,29.3,36.76
2013-01-25,43.85,26.95,160.29,24.74,27.71,58.23,32.25,110.22,29.85,117.6,29.4,36.79
2013-01-28,44.34,26.64,160.99,24.78,27.68,58.01,32.09,110.23,30.32,116.96,29.44,36.99
2013-01-29,44.13,26.76,162.19,24.78,27.79,58.06,32.23,110.23,30.92,116.75,29.35,36.92
2013-01-30,44.22,26.71,161.2,24.85,27.96,57.72,32.31,110.24,30.44,117.27,29.4,36.87
2013-01-31,44.5,26.54,161.45,24.55,27.27,59.07,31.95,110.24,30.78,115.54,29.73,37.17
2013-02-01,43.92,26.88,162.0,24.98,28.27,57.0,32.32,110.23,30.69,117.02,29.34,36.82
2013-02-04,43.97,26.82,161.96,24.61,27.38,58.77,32.0,110.23,30.76,115.99,29.68,37.24
2013-02-05,43.92,26.87,162.39,24.69,27.59,58.33,31.99,110.22,30.81,116.92,29.67,37.31
2013-02-06,43.53,27.11,161.84,24.66,27.54,58.45,32.02,110.23,30.46,116.65,29.67,37.51
2013-02-07,43.85,26.91,161.57,24.41,26.95,59.64,31.86,110.23,30.43,117.1,29.93,37.5
2013-02-08,43.83,26.89,159.73,24.4,26.95,59.65,31.86,110.22,30.0,117.04,29.99,37.48
2013-02-11,43.95,26.83,159.89,24.5,27.17,59.11,31.81,110.23,30.1,116.75,29.89,37.44
2013-02-12,44.18,26.69,159.05,24.4,26.96,59.58,31.77,110.22,29.77,115.79,29.88,37.48
2013-02-13,44.16,26.72,158.32,24.42,27.01,59.51,31.74,110.22,29.46,116.82,29.8,37.57
2013-02-14,43.99,26.8,155.76,24.48,27.13,59.22,31.77,110.22,28.85,116.5,29.78,37.61
2013-02-15,44.08,26.73,155.35,24.31,26.75,60.05,31.54,110.22,28.43,115.93,29.98,37.98
2013-02-19,43.69,27.0,151.41,24.68,27.55,58.2,31.94,110.22,27.59,116.28,29.57,37.91
2013-02-20,43.09,27.35,152.62,24.93,28.17,56.95,32.13,110.21,27.73,116.94,29.35,38.02
2013-02-21,43.28,27.22,152.97,24.69,27.58,58.08,31.8,110.21,27.83,117.04,29.68,38.24
2013-02-22,42.7,27.62,154.34,25.02,28.29,56.63,32.4,110.22,28.07,119.32,29.27,37.74
2013-02-25,42.94,27.44,156.22,24.89,28.04,57.04,32.2,110.22,28.41,118.64,29.45,37.85
2013-02-26,43.41,27.14,154.57,24.65,27.47,58.19,31.78,110.22,28.01,118.34,29.69,38.11
2013-02-27,43.21,27.27,152.96,24.68,27.56,58.1,31.87,110.22,27.54,118.51,29.63,38.07
2013-02-28,43.31,27.18,152.44,24.6,27.34,58.47,31.74,110.23,27.62,118.89,29.68,38.21
2013-03-01,42.91,27.45,152.3,24.52,27.1,59.01,31.59,110.22,27.6,118.28,29.77,38.5
2013-03-04,43.41,27.13,152.38,24.1,26.29,60.79,31.28,110.21,27.75,117.92,30.18,38.62
2013-03-05,43.63,26.99,153.23,24.17,26.42,60.45,31.23,110.22,28.1,116.87,30.16,38.55
2013-03-06,43.75,26.89,152.69,24.1,26.3,60.79,31.17,110.21,27.91,115.95,30.23,38.54
2013-03-07,44.15,26.66,152.71,24.08,26.23,60.86,31.05,110.21,27.99,114.75,30.29,38.62
2013-03-08,43.89,26.84,152.99,24.0,26.08,61.28,30.94,110.22,28.02,114.84,30.36,38.66
2013-03-11,43.39,27.12,154.19,24.09,26.26,60.85,31.01,110.23,28.2,115.68,30.25,38.64
2013-03-12,42.98,27.39,153.66,24.12,26.34,60.68,30.95,110.23,27.94,115.57,30.23,38.72
2013-03-13,43.16,27.25,153.68,24.04,26.14,61.07,30.78,110.23,27.8,115.22,30.43,38.83
2013-03-14,42.76,27.51,153.97,24.12,26.31,60.73,30.82,110.22,27.79,115.74,30.27,38.53
2013-03-15,42.28,27.82,155.38,24.16,26.42,60.41,31.0,110.23,27.95,116.64,30.21,38.37
2013-03-18,41.98,28.01,156.08,24.21,26.51,60.24,31.07,110.23,27.92,117.43,30.17,38.69
2013-03-19,42.22,27.86,155.38,24.04,26.18,60.86,30.85,110.23,27.81,116.12,30.3,39.06
2013-03-20,41.8,28.11,156.21,24.31,26.71,59.57,31.11,110.23,28.19,117.23,29.99,38.94
2013-03-21,41.96,28.02,155.55,24.08,26.22,60.68,30.87,110.23,27.75,117.33,30.17,39.3
2013-03-22,41.92,28.05,155.24,24.16,26.4,60.21,30.98,110.24,27.84,117.21,30.1,39.27
2013-03-25,42.52,27.65,154.72,24.03,26.12,60.91,30.76,110.24,27.75,117.37,30.28,39.64
2013-03-26,42.69,27.55,155.36,23.99,26.03,61.06,30.74,110.24,27.74,118.37,30.21,39.58
2013-03-27,42.78,27.5,154.45,23.92,25.9,61.39,30.69,110.22,27.42,117.78,30.27,39.76
2013-03-28,42.31,27.79,154.67,24.09,26.27,60.51,30.78,110.23,27.09,118.36,30.07,39.77
2013-04-01,42.35,27.78,152.43,23.9,25.86,61.47,30.62,110.23,26.35,117.93,30.19,40.16
2013-04-02,41.83,28.09,150.73,24.12,26.35,60.35,30.93,110.23,26.09,118.97,29.95,39.74
2013-04-03,41.68,28.16,150.29,24.11,26.3,60.4,30.79,110.24,25.99,120.37,29.96,39.95
2013-04-04,41.61,28.2,152.81,24.32,26.75,59.37,30.92,110.24,26.39,122.82,29.73,39.68
2013-04-05,41.68,28.19,152.16,24.18,26.46,60.01,30.72,110.24,26.32,121.89,29.86,40.11
2013-04-08,42.09,27.88,153.34,24.03,26.11,60.77,30.62,110.24,27.03,121.57,30.07,40.07
2013-04-09,42.5,27.62,150.75,23.56,25.09,63.17,30.24,110.23,26.68,119.92,30.6,40.39
2013-04-10,42.54,27.58,151.05,23.57,25.12,63.05,30.11,110.24,26.7,120.13,30.51,40.57
2013-04-11,41.87,28.03,143.95,23.57,25.12,63.0,30.22,110.24,25.28,121.93,30.37,40.71
2013-04-12,40.86,28.73,131.31,24.05,26.12,60.53,30.88,110.24,22.09,122.98,29.87,40.06
2013-04-15,41.7,28.13,132.8,23.71,25.44,62.16,30.44,110.24,22.66,121.98,30.24,40.81
2013-04-16,41.07,28.58,132.87,24.18,26.39,59.72,30.92,110.24,22.44,122.79,29.62,40.44
2013-04-17,41.03,28.57,134.3,24.53,27.14,58.04,31.08,110.24,22.4,123.07,29.31,40.37
2013-04-18,41.63,28.16,135.47,24.19,26.44,59.65,30.84,110.24,22.4,122.83,29.32,41.01
2013-04-19,41.84,28.04,137.9,23.94,25.81,60.8,30.69,110.24,22.62,122.89,29.55,41.11
2013-04-22,42.04,27.88,136.88,23.71,25.37,61.98,30.36,110.23,22.18,122.49,29.9,41.43
2013-04-23,42.32,27.68,138.38,23.69,25.38,61.93,30.34,110.24,22.42,122.79,29.95,40.76
2013-04-24,42.67,27.44,141.63,23.58,25.14,62.64,30.23,110.24,23.49,122.29,30.05,40.87
2013-04-25,42.24,27.72,140.91,23.66,25.27,62.24,30.27,110.24,23.1,123.39,30.04,40.9
2013-04-26,42.68,27.41,142.3,23.43,24.82,63.37,30.07,110.23,23.54,122.95,30.47,41.01
2013-04-29,43.29,27.03,142.77,23.25,24.47,64.31,29.98,110.24,23.46,122.99,30.81,40.94
2013-04-30,42.83,27.37,141.11,23.36,24.68,63.71,30.26,110.24,22.86,124.02,30.53,40.9
2013-05-01,43.18,27.11,141.92,23.07,24.06,65.29,29.99,110.23,23.02,123.85,30.89,41.05
2013-05-02,43.52,26.86,142.09,22.81,23.49,66.84,29.7,110.25,23.29,120.93,31.21,41.23
2013-05-03,43.58,26.83,142.15,22.71,23.3,67.33,29.59,110.23,23.18,120.63,31.36,40.93
2013-05-06,43.9,26.65,140.38,22.73,23.32,67.26,29.45,110.25,23.1,120.19,31.35,41.25
2013-05-07,44.23,26.42,142.46,22.6,23.11,67.92,29.3,110.25,23.12,120.35,31.59,41.29
2013-05-08,43.91,26.65,140.81,22.64,23.15,67.79,29.4,110.25,22.89,120.01,31.5,41.0
2013-05-09,43.57,26.8,139.6,22.51,22.87,68.51,29.29,110.25,22.98,118.75,31.59,41.16
2013-05-10,43.17,27.08,138.43,22.47,22.83,68.74,29.27,110.24,22.83,117.85,31.51,41.23
2013-05-13,43.37,26.93,137.81,22.36,22.59,69.43,28.96,110.25,22.58,116.58,31.61,41.72
2013-05-14,43.43,26.93,134.65,22.31,22.49,69.71,28.82,110.25,21.74,117.33,31.69,42.15
2013-05-15,43.23,27.04,134.09,22.33,22.55,69.58,28.93,110.24,21.95,118.56,31.88,41.86
2013-05-16,43.42,26.9,131.07,22.11,22.13,70.85,28.67,110.23,21.4,117.07,32.2,41.94
2013-05-17,43.53,26.83,135.16,22.16,22.17,70.65,28.65,110.24,22.28,116.92,32.2,41.51
2013-05-20,43.44,26.88,132.89,22.11,22.13,70.78,28.63,110.24,21.62,117.83,32.1,41.55
2013-05-21,42.97,27.2,131.94,22.31,22.48,69.65,28.83,110.23,21.51,116.09,31.75,41.48
2013-05-22,42.64,27.41,134.61,22.36,22.61,69.21,28.9,110.23,21.88,116.64,31.74,41.33
2013-05-23,42.24,27.64,133.76,22.38,22.63,69.2,28.94,110.24,21.61,116.79,31.69,41.71
2013-05-24,42.5,27.45,133.49,22.22,22.32,70.08,28.76,110.23,21.53,113.85,31.84,41.77
2013-05-28,41.96,27.84,134.83,22.33,22.53,69.4,28.96,110.24,21.71,115.11,31.76,40.96
2013-05-29,41.96,27.84,136.7,22.21,22.32,70.12,28.83,110.24,21.98,114.83,31.96,40.84
2013-05-30,41.21,28.35,133.92,22.4,22.73,68.79,29.29,110.24,21.45,114.45,31.66,40.04
2013-05-31,41.78,27.91,136.51,22.37,22.63,69.06,29.09,110.25,21.95,114.74,31.82,40.49
2013-06-03,41.3,28.27,135.23,22.49,22.86,68.39,29.24,110.25,21.77,113.73,31.68,40.5
2013-06-04,40.56,28.76,135.52,22.76,23.43,66.64,29.65,110.25,21.78,115.29,31.37,40.0
2013-06-05,40.9,28.51,136.53,22.68,23.24,67.14,29.4,110.25,21.93,115.21,31.44,40.18
2013-06-06,40.69,28.69,133.28,22.37,22.6,69.04,29.0,110.24,20.86,113.26,31.73,40.68
2013-06-07,40.12,29.06,133.96,22.36,22.59,69.14,29.0,110.25,21.16,112.65,31.8,40.68
2013-06-10,39.38,29.61,133.25,22.58,23.02,67.75,29.3,110.24,20.91,113.96,31.47,40.58
2013-06-11,39.11,29.81,134.25,22.83,23.55,66.15,29.54,110.24,21.02,112.34,31.26,40.38
2013-06-12,39.93,29.18,133.74,22.55,22.97,67.79,29.1,110.24,21.05,114.03,31.63,40.8
2013-06-13,39.31,29.63,134.43,22.69,23.26,66.96,29.27,110.25,21.33,113.84,31.38,40.7
2013-06-14,39.67,29.37,133.77,22.48,22.81,68.23,29.04,110.25,21.1,113.2,31.67,41.06
2013-06-17,39.81,29.22,132.13,22.29,22.46,69.32,28.83,110.24,20.88,113.29,31.92,41.21
2013-06-18,38.61,30.13,130.59,22.55,22.95,67.77,29.21,110.24,20.6,112.2,31.55,40.43
2013-06-19,36.87,31.48,123.6,23.09,24.05,64.46,29.95,110.23,18.88,110.29,30.82,39.15
2013-06-20,37.44,31.0,125.05,23.19,24.24,63.94,29.85,110.24,19.37,108.37,30.53,39.47
2013-06-21,36.63,31.63,123.93,23.42,24.76,62.61,30.22,110.23,18.97,108.83,30.14,39.27
2013-06-24,37.43,30.99,123.47,23.26,24.42,63.48,29.92,110.24,18.91,107.89,30.39,39.33
2013-06-25,38.0,30.46,118.28,23.04,23.97,64.56,29.64,110.24,17.9,108.56,30.57,39.74
2013-06-26,38.28,29.86,115.92,22.95,23.75,65.2,29.46,110.24,17.89,109.66,30.72,39.92
2013-06-27,38.57,29.64,119.15,22.93,23.74,65.26,29.69,110.24,18.97,110.44,30.59,39.67
2013-06-28,38.63,29.57,121.13,22.77,23.39,66.2,29.4,110.24,18.93,110.4,30.75,39.96
2013-07-01,37.93,30.1,120.07,22.77,23.38,66.22,29.45,110.25,18.67,110.34,30.8,40.01
2013-07-02,37.6,30.38,120.71,22.64,23.17,66.84,29.4,110.25,19.01,110.07,30.98,39.93
2013-07-03,37.34,30.61,118.09,22.49,22.81,67.75,29.1,110.24,18.21,106.32,31.18,40.03
2013-07-05,37.41,30.52,119.51,22.46,22.78,67.87,28.94,110.25,18.42,107.27,31.16,40.43
2013-07-08,37.87,30.13,120.62,22.33,22.51,68.7,28.74,110.25,18.56,107.42,31.28,40.75
2013-07-09,37.5,30.51,120.95,22.2,22.25,69.53,28.72,110.24,18.48,106.56,31.38,40.78
2013-07-10,39.39,28.94,124.25,21.75,21.35,72.4,28.31,110.23,19.46,107.8,31.91,41.41
2013-07-11,38.94,29.21,124.13,21.65,21.16,72.93,28.32,110.24,19.21,107.72,31.93,41.43
2013-07-12,39.34,28.9,124.18,21.61,21.08,73.27,28.19,110.25,19.28,108.26,32.02,41.49
2013-07-15,39.5,28.8,124.9,21.62,21.12,73.05,28.31,110.23,19.33,108.66,32.04,41.34
2013-07-16,39.85,28.52,123.32,21.6,21.04,73.43,28.24,110.24,18.66,108.87,32.07,41.42
2013-07-17,39.42,28.89,124.05,21.63,21.13,73.04,28.07,110.25,18.72,107.54,31.99,41.55
2013-07-18,39.29,28.95,125.11,21.85,21.55,71.56,28.01,110.25,18.88,109.17,31.44,41.8
2013-07-19,39.67,28.68,128.84,21.79,21.45,71.91,27.97,110.24,19.77,109.33,31.54,41.71
2013-07-22,40.11,28.36,129.71,21.94,21.74,70.92,28.03,110.24,19.77,108.91,31.42,41.64
2013-07-23,39.66,28.66,127.5,21.88,21.62,71.35,28.12,110.26,19.45,107.53,31.62,41.37
2013-07-24,39.92,28.47,128.67,21.77,21.34,72.2,28.08,110.26,19.5,107.49,31.64,41.58
2013-07-25,39.83,28.55,128.8,21.64,21.12,72.98,28.04,110.25,19.32,108.1,31.73,41.53
2013-07-26,39.33,28.88,128.47,21.68,21.19,72.72,28.12,110.23,19.14,107.34,31.68,41.44
2013-07-29,39.24,28.99,128.12,21.55,20.96,73.46,28.11,110.24,19.03,107.3,31.84,41.4
2013-07-30,38.97,29.13,127.96,21.53,20.93,73.75,28.11,110.25,19.12,107.67,31.72,41.39
2013-07-31,39.73,28.59,126.62,21.31,20.47,75.24,27.77,110.24,18.97,105.37,32.06,41.73
2013-08-01,39.71,28.58,126.36,21.16,20.23,76.12,27.72,110.23,19.12,106.48,32.21,41.75
2013-08-02,39.44,28.77,125.69,21.16,20.2,76.23,27.76,110.25,19.02,105.73,32.28,41.78
2013-08-05,38.96,29.14,123.97,21.29,20.43,75.32,27.92,110.25,18.83,106.0,32.11,41.73
2013-08-06,38.54,29.47,124.15,21.33,20.51,75.04,28.0,110.25,18.83,106.74,32.03,41.53
2013-08-07,39.28,28.87,126.86,21.21,20.32,75.72,27.9,110.24,19.6,107.03,32.13,41.75
2013-08-08,39.36,28.82,126.86,21.29,20.46,75.17,28.0,110.25,19.76,107.23,31.97,41.57
2013-08-09,39.72,28.58,129.13,21.25,20.38,75.45,28.03,110.25,20.62,106.5,32.18,41.45
2013-08-12,39.97,28.38,127.74,21.13,20.16,76.29,27.92,110.25,20.71,105.0,32.4,41.48
2013-08-13,40.1,28.29,129.0,21.21,20.29,75.76,28.07,110.24,21.09,105.13,32.37,41.19
2013-08-14,39.63,28.61,131.67,21.55,20.99,73.24,28.48,110.24,22.15,103.73,31.85,40.53
2013-08-15,39.29,28.84,132.58,21.58,21.01,73.1,28.56,110.25,22.34,103.36,31.82,40.27
2013-08-16,38.56,29.38,132.01,21.61,21.06,72.86,28.74,110.25,22.34,102.48,31.72,40.11
2013-08-19,38.49,29.44,132.45,21.51,20.87,73.51,28.61,110.25,22.19,103.25,31.77,40.12
2013-08-20,37.59,30.14,132.07,21.59,21.02,73.0,28.79,110.24,22.14,102.14,31.7,39.81
2013-08-21,38.22,29.65,132.81,21.39,20.61,74.38,28.53,110.24,22.27,103.16,31.84,39.98
2013-08-22,38.65,29.28,134.9,21.23,20.33,75.44,28.43,110.23,23.15,104.28,32.06,40.21
2013-08-23,38.23,29.6,135.45,21.24,20.35,75.46,28.52,110.24,23.46,104.81,31.92,39.74
2013-08-26,37.34,30.27,136.72,21.64,21.14,72.39,28.98,110.25,23.61,106.13,31.35,39.51
2013-08-27,37.42,30.23,136.69,21.57,20.97,72.99,28.89,110.25,23.43,105.26,31.39,39.23
2013-08-28,37.73,29.99,135.86,21.42,20.7,73.95,28.84,110.24,22.99,106.1,31.55,39.39
2013-08-29,38.04,29.73,134.62,21.54,20.94,73.04,28.93,110.25,22.6,105.99,31.4,39.51
2013-08-30,38.23,29.53,136.41,21.45,20.72,73.79,28.82,110.26,23.4,104.23,31.44,39.48
2013-09-03,38.95,29.04,134.62,21.19,20.27,75.43,28.555,110.26,22.69,104.04,31.72,39.73
2013-09-04,39.41,28.66,132.19,21.17,20.21,75.67,28.52,110.25,22.39,102.54,31.74,39.69
2013-09-05,39.97,28.28,134.15,21.13,20.15,75.86,28.51,110.26,22.97,103.03,31.77,39.77
2013-09-06,41.03,27.48,133.91,20.87,19.68,77.6,28.22,110.26,22.84,103.09,32.15,40.09
2013-09-09,41.35,27.26,131.74,20.78,19.48,78.37,28.01,110.255,22.13,102.4,32.35,40.08
2013-09-10,41.37,27.24,131.7,20.82,19.54,78.1,27.92,110.26,22.3,103.26,32.2,40.38
2013-09-11,40.88,27.58,127.67,20.84,19.58,77.95,27.99,110.26,21.06,103.14,32.24,40.39
2013-09-12,41.16,27.39,127.82,20.81,19.57,78.09,27.93,110.25,21.42,103.54,32.25,40.72
2013-09-13,41.62,27.1,126.45,20.88,19.66,77.64,27.76,110.24,20.94,102.86,32.21,41.09
2013-09-16,41.53,27.15,126.5,20.74,19.41,78.7,27.65,110.25,20.96,103.7,32.37,41.23
2013-09-17,43.29,26.0,132.16,20.48,18.92,80.57,27.31,110.25,22.31,104.99,32.79,41.72
2013-09-18,43.06,26.12,131.77,20.43,18.83,80.94,27.36,110.26,22.2,104.37,32.8,41.52
2013-09-19,42.05,26.75,127.9,20.51,18.96,80.37,27.56,110.26,21.0,104.95,32.38,41.01
2013-09-20,42.25,26.6,127.53,20.55,19.03,80.1,27.69,110.26,20.78,105.68,32.51,40.85
2013-09-23,41.87,26.82,127.67,20.54,19.04,80.05,27.74,110.26,20.89,106.8,32.37,40.61
2013-09-24,41.54,27.06,128.79,20.61,19.17,79.54,27.82,110.27,20.98,107.04,32.32,40.25
2013-09-25,41.72,26.92,127.79,20.45,18.87,80.75,27.73,110.26,20.92,106.31,32.44,40.48
2013-09-26,41.25,27.26,128.97,20.48,18.92,80.57,27.84,110.25,20.96,106.54,32.24,40.25
2013-09-27,40.77,27.54,128.17,20.53,19.01,80.19,27.98,110.25,20.89,106.4,32.03,39.8
2013-09-30,41.59,26.99,124.59,20.32,18.62,81.78,27.78,110.25,20.41,105.82,32.32,40.02
2013-10-01,41.73,26.9,127.06,20.32,18.64,81.7,27.8,110.25,20.92,105.95,32.33,39.96
2013-10-02,41.57,26.98,127.18,20.57,19.06,79.81,28.07,110.24,20.91,105.79,32.05,39.75
2013-10-03,42.11,26.65,126.53,20.38,18.75,81.14,27.86,110.23,20.93,105.74,32.18,39.81
2013-10-04,41.75,26.87,127.64,20.55,19.04,79.85,28.08,110.24,21.53,106.14,32.04,39.68
2013-10-07,41.34,27.13,127.4,20.95,19.76,76.82,28.42,110.24,21.49,106.17,31.53,39.68
2013-10-08,41.67,26.94,126.11,21.02,19.93,76.26,28.39,110.23,21.05,105.34,31.65,39.74
2013-10-09,42.64,26.28,124.27,20.57,19.09,79.42,27.78,110.22,20.83,105.49,32.18,40.45
2013-10-10,42.83,26.16,122.6,20.4,18.76,80.73,27.59,110.22,20.52,105.46,32.45,40.57
2013-10-11,43.08,26.0,122.87,20.26,18.51,81.84,27.49,110.21,20.5,104.61,32.56,40.74
2013-10-14,42.66,26.25,123.73,20.33,18.63,81.21,27.68,110.2,20.56,104.54,32.36,40.4
2013-10-15,43.01,26.06,123.54,20.1,18.22,83.06,27.29,110.22,20.52,105.84,32.68,40.99
2013-10-16,43.26,25.92,127.43,19.99,18.01,83.94,27.13,110.23,21.02,106.79,32.68,41.43
2013-10-17,43.3,25.86,126.85,19.66,17.42,86.69,26.93,110.25,21.11,107.03,33.23,41.49
2013-10-18,43.24,25.88,126.98,19.64,17.37,87.08,26.92,110.25,21.41,106.7,33.42,41.4
2013-10-21,43.66,25.65,129.34,19.59,17.31,87.23,26.77,110.25,21.87,107.9,33.4,41.92
2013-10-22,42.64,26.22,128.69,19.7,17.5,86.32,26.89,110.25,21.75,108.3,33.25,42.03
2013-10-23,42.54,26.31,129.9,19.61,17.33,87.04,26.8,110.25,21.87,107.89,33.33,41.92
2013-10-24,42.74,26.17,130.45,19.49,17.13,88.25,26.68,110.25,21.71,108.3,33.5,42.02
2013-10-25,43.02,26.01,130.56,19.47,17.08,88.38,26.65,110.24,21.68,107.92,33.61,42.57
2013-10-28,43.12,25.96,129.77,19.45,17.03,88.59,26.49,110.24,21.68,108.07,33.83,42.94
2013-10-29,42.89,26.1,129.6,19.47,17.07,88.44,26.62,110.24,21.88,107.42,33.76,42.57
2013-10-30,42.46,26.35,127.74,19.51,17.16,88.04,26.71,110.24,21.1,107.63,33.65,42.35
2013-10-31,42.53,26.35,126.95,19.52,17.14,88.07,26.66,110.23,21.07,106.19,33.67,42.5
2013-11-01,42.75,26.18,126.81,19.48,17.1,88.28,26.55,110.24,20.86,106.27,33.79,42.57
2013-11-04,41.88,26.69,126.56,19.44,17.04,88.56,26.62,110.24,20.9,105.02,33.72,42.66
2013-11-05,42.01,26.62,127.2,19.45,17.05,88.48,26.51,110.23,21.0,105.06,34.02,43.09
2013-11-06,41.21,27.12,126.16,19.81,17.69,85.18,26.83,110.24,20.83,105.93,33.6,42.47
2013-11-07,41.14,27.13,124.26,19.54,17.23,87.47,26.48,110.23,20.69,103.46,33.92,42.67
2013-11-08,40.95,27.3,123.87,19.58,17.28,87.2,26.48,110.24,20.6,102.97,33.94,42.5
2013-11-11,40.72,27.45,122.44,19.55,17.22,87.4,26.51,110.25,20.0,103.5,34.04,42.6
2013-11-12,40.8,27.37,122.85,19.32,16.8,89.57,26.3,110.25,19.78,103.87,34.32,42.97
2013-11-13,41.46,26.94,124.27,19.25,16.71,89.93,26.17,110.25,20.05,104.56,34.2,43.28
2013-11-14,42.28,26.42,124.32,19.21,16.64,90.41,26.04,110.25,19.99,104.71,34.3,43.33
2013-11-15,42.62,26.2,122.9,19.38,16.94,88.75,26.13,110.25,19.66,105.32,34.17,43.2
2013-11-18,42.35,26.35,122.97,19.45,17.04,88.14,26.2,110.25,19.61,104.56,34.06,43.04
2013-11-19,41.79,26.7,120.09,19.5,17.14,87.8,26.28,110.25,19.14,102.81,33.94,42.86
2013-11-20,41.76,26.71,119.94,19.3,16.79,89.46,26.07,110.25,19.24,102.94,34.23,42.93
2013-11-21,42.05,26.52,119.92,19.19,16.61,90.48,25.95,110.25,19.13,103.89,34.16,43.16
2013-11-22,41.51,26.87,120.46,19.16,16.53,90.88,25.95,110.25,19.27,104.2,34.16,43.09
2013-11-25,41.65,26.75,119.82,19.04,16.35,91.8,25.95,110.25,19.13,104.58,34.28,43.05
2013-11-26,41.97,26.57,119.46,18.91,16.12,93.09,25.9,110.25,18.96,104.42,34.55,43.08
2013-11-27,42.33,26.29,120.68,18.8,15.95,94.12,25.91,110.23,19.24,104.54,34.68,43.03
2013-11-29,41.46,26.84,117.58,18.84,16.01,93.64,25.98,110.24,18.46,103.35,34.58,42.78
2013-12-02,41.32,26.95,117.97,18.87,16.05,93.49,26.08,110.23,18.42,103.68,34.66,42.99
2013-12-03,41.27,26.96,119.96,18.84,16.01,93.69,26.09,110.24,19.0,102.73,34.69,42.89
2013-12-04,41.03,27.12,118.3,18.87,16.04,93.5,26.2,110.24,18.69,102.45,34.58,42.5
2013-12-05,41.94,26.55,118.55,18.74,15.82,94.75,25.9,110.25,18.76,102.88,34.82,43.08
2013-12-06,42.0,26.51,119.72,18.66,15.69,95.55,25.83,110.24,19.12,103.15,34.93,43.23
2013-12-09,42.02,26.48,121.82,18.67,15.71,95.44,25.92,110.25,19.66,103.89,34.86,42.86
2013-12-10,41.09,27.05,120.86,18.86,16.1,93.0,26.22,110.25,19.55,103.12,34.54,42.93
2013-12-11,40.84,27.22,118.29,18.95,16.19,92.55,26.31,110.25,18.81,102.71,34.31,42.34
2013-12-12,40.95,27.16,119.38,18.98,16.24,92.25,26.31,110.25,18.95,103.2,34.2,42.27
2013-12-13,41.23,26.98,119.69,18.87,16.06,93.26,26.15,110.25,19.22,102.83,34.54,42.26
2013-12-16,40.86,27.2,118.65,18.9,16.11,92.93,26.24,110.25,19.14,103.29,34.53,42.06
2013-12-17,41.28,26.69,117.67,18.7,15.75,95.09,25.78,110.26,19.09,102.79,34.8,42.76
2013-12-18,40.55,27.14,114.82,18.74,15.83,94.47,25.8,110.25,18.49,102.67,34.86,42.68
2013-12-19,40.44,27.21,115.94,18.55,15.53,96.37,25.65,110.25,18.62,104.23,34.97,42.55
2013-12-20,40.78,26.99,115.57,18.36,15.18,98.41,25.52,110.24,18.72,103.67,35.42,42.51
